epoch,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,grad_norm,learning_rate,loss,step,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
0.003194888178913738,,,,,0.8829032778739929,0.0,1.549619197845459,1,,,,,
0.01597444089456869,,,,,0.8590101599693298,2.0000000000000003e-06,1.5438487529754639,5,,,,,
0.03194888178913738,,,,,0.9015358686447144,4.5e-06,1.475539207458496,10,,,,,
0.04792332268370607,,,,,0.9025658965110779,4.997850278334526e-06,1.5792753219604492,15,,,,,
0.06389776357827476,,,,,0.895262598991394,4.989123369922547e-06,1.4871404647827149,20,,,,,
0.07987220447284345,,,,,0.8951185941696167,4.9737083477433165e-06,1.5725242614746093,25,,,,,
0.09584664536741214,,,,,0.8818690776824951,4.951646630966053e-06,1.5187317848205566,30,,,,,
0.11182108626198083,,,,,0.8171185255050659,4.922997497999166e-06,1.4432712554931642,35,,,,,
0.12779552715654952,,,,,0.8433138132095337,4.887837927213005e-06,1.512047576904297,40,,,,,
0.14376996805111822,,,,,0.806999683380127,4.8462623901039485e-06,1.4771106719970704,45,,,,,
0.1597444089456869,,,,,0.8162649869918823,4.798382597455591e-06,1.4433709144592286,50,,,,,
0.1757188498402556,,,,,0.6970959901809692,4.744327199179085e-06,1.3940264701843261,55,,,,,
0.19169329073482427,,,,,0.6687997579574585,4.684241438639132e-06,1.44598331451416,60,,,,,
0.20766773162939298,,,,,0.677282989025116,4.618286762394444e-06,1.3123666763305664,65,,,,,
0.22364217252396165,,,,,0.6323433518409729,4.546640386401264e-06,1.3471277236938477,70,,,,,
0.23961661341853036,,,,,0.606069028377533,4.469494819845534e-06,1.2930021286010742,75,,,,,
0.25559105431309903,,,,,0.5121652483940125,4.387057347883143e-06,1.3026076316833497,80,,,,,
0.2715654952076677,,,,,0.5606204867362976,4.2995494746781005e-06,1.2030303955078125,85,,,,,
0.28753993610223644,,,,,0.5243524312973022,4.2072063282351484e-06,1.3064352035522462,90,,,,,
0.3035143769968051,,,,,0.44660845398902893,4.110276028625995e-06,1.205455207824707,95,,,,,
0.3194888178913738,,,,,0.43213677406311035,4.009019021306703e-06,1.192253303527832,100,,,,,
0.3194888178913738,1.2031965255737305,37.3206,133.974,2.117,,,,100,,,,,
0.3354632587859425,,,,,0.434929221868515,3.9037073773175725e-06,1.252037811279297,105,,,,,
0.3514376996805112,,,,,0.4392262399196625,3.7946240622458135e-06,1.2029902458190918,110,,,,,
0.36741214057507987,,,,,0.4071201682090759,3.6820621759152957e-06,1.139065933227539,115,,,,,
0.38338658146964855,,,,,0.4086272418498993,3.566324164846239e-06,1.1198304176330567,120,,,,,
0.3993610223642173,,,,,0.4009513854980469,3.447721009600949e-06,1.155899429321289,125,,,,,
0.41533546325878595,,,,,0.4107561707496643,3.3265713891991234e-06,1.1311820983886718,130,,,,,
0.43130990415335463,,,,,0.39771682024002075,3.203200824847907e-06,1.1498844146728515,135,,,,,
0.4472843450479233,,,,,0.3825013339519501,3.077940805287425e-06,1.1034891128540039,140,,,,,
0.46325878594249204,,,,,0.3885369598865509,2.951127896101941e-06,1.1053585052490233,145,,,,,
0.4792332268370607,,,,,0.3766542077064514,2.8231028353898727e-06,1.0646795272827148,150,,,,,
0.4952076677316294,,,,,0.4233369529247284,2.6942096182225163e-06,1.0965589523315429,155,,,,,
0.5111821086261981,,,,,0.3874973654747009,2.5647945723515028e-06,1.0724950790405274,160,,,,,
0.5271565495207667,,,,,0.42691728472709656,2.435205427648497e-06,1.0700560569763184,165,,,,,
0.5431309904153354,,,,,0.38600897789001465,2.3057903817774845e-06,1.023462677001953,170,,,,,
0.5591054313099042,,,,,0.3924386501312256,2.1768971646101277e-06,1.0417309761047364,175,,,,,
0.5750798722044729,,,,,0.3925045430660248,2.0488721038980596e-06,1.048579216003418,180,,,,,
0.5910543130990416,,,,,0.3948240876197815,1.922059194712577e-06,1.0662433624267578,185,,,,,
0.6070287539936102,,,,,0.42014172673225403,1.7967991751520932e-06,1.0589290618896485,190,,,,,
0.6230031948881789,,,,,0.40121394395828247,1.6734286108008768e-06,1.0271039962768556,195,,,,,
0.6389776357827476,,,,,0.38943302631378174,1.552278990399052e-06,1.0122013092041016,200,,,,,
0.6389776357827476,1.0072091817855835,33.1433,150.86,2.384,,,,200,,,,,
0.6549520766773163,,,,,0.39450010657310486,1.4336758351537624e-06,1.0363449096679687,205,,,,,
0.670926517571885,,,,,0.3885006308555603,1.3179378240847057e-06,1.0139654159545899,210,,,,,
0.6869009584664537,,,,,0.40693679451942444,1.2053759377541865e-06,1.0422323226928711,215,,,,,
0.7028753993610224,,,,,0.38919851183891296,1.096292622682428e-06,0.9695596694946289,220,,,,,
0.7188498402555911,,,,,0.4356825053691864,9.909809786932966e-07,0.9893760681152344,225,,,,,
0.7348242811501597,,,,,0.3903825581073761,8.897239713740058e-07,1.0112274169921875,230,,,,,
0.7507987220447284,,,,,0.3944167196750641,7.927936717648521e-07,1.0397279739379883,235,,,,,
0.7667731629392971,,,,,0.39053595066070557,7.004505253218998e-07,0.9760603904724121,240,,,,,
0.7827476038338658,,,,,0.4055723547935486,6.12942652116858e-07,0.9719699859619141,245,,,,,
0.7987220447284346,,,,,0.38592684268951416,5.305051801544672e-07,1.0392774581909179,250,,,,,
0.8146964856230032,,,,,0.3690147399902344,4.53359613598737e-07,0.9267723083496093,255,,,,,
0.8306709265175719,,,,,0.4194410443305969,3.8171323760555654e-07,0.9710631370544434,260,,,,,
0.8466453674121406,,,,,0.3949440121650696,3.1575856136086826e-07,0.9386724472045899,265,,,,,
0.8626198083067093,,,,,0.4037424623966217,2.556728008209153e-07,0.9712995529174805,270,,,,,
0.8785942492012779,,,,,0.3973277509212494,2.01617402544409e-07,0.974415397644043,275,,,,,
0.8945686900958466,,,,,0.3949664235115051,1.5373760989605218e-07,0.9744244575500488,280,,,,,
0.9105431309904153,,,,,0.39575913548469543,1.1216207278699599e-07,0.9789510726928711,285,,,,,
0.9265175718849841,,,,,0.3800429105758667,7.70025020008347e-08,1.0099132537841797,290,,,,,
0.9424920127795527,,,,,0.41391825675964355,4.8353369033947715e-08,0.9382731437683105,295,,,,,
0.9584664536741214,,,,,0.39664846658706665,2.629165225668362e-08,0.9152401924133301,300,,,,,
0.9584664536741214,0.9618672132492065,33.1167,150.981,2.386,,,,300,,,,,
0.9744408945686901,,,,,0.38811084628105164,1.0876630077453487e-08,0.9374531745910645,305,,,,,
0.9904153354632588,,,,,0.38913607597351074,2.1497216654739474e-09,0.9689871788024902,310,,,,,
1.0,0.9617626667022705,33.1184,150.974,2.385,,,,313,,,,,
1.0,,,,,,,,313,4.39559463590953e+16,1.15316592390164,650.1006,30.764,0.481
1.0,0.9617626667022705,33.1471,150.843,2.383,,,,313,,,,,
